"","Country","Current.Account.Balance...GDP","Fertility.Rate","Infant.Mortaility.under.5.per.1.000","GDP.per.Capita","Life.Expectancy","X5.Year.Inflation","Unemployment","Literacy.Rate..2018.with.some.data.added.","Electricity.Consumption.2014","Manufacturing...GDP","Services...GDP","Ariculture...GDP","Urbanzation...Population","Government.Spending...GDP","GDP.growth","Natural.Reasorces...GDP","Bank.Account...pop..2014.data.","Female.Male.Bank.Accounts","Gender.Equality.Education","Ease.of.Doing.Buissness.Rank.2019.","Manufacturing.Growth","Services.Growth","Agriculture.Growth","Time.to.Pay.Taxes","Medium.and.High.Tech.Industry..","Homocides.per.100000","Suicides.per.100000","Alcohol.Consumption..2016.","Muslim.Population.Percent","Tariff.Rate.Weighted.Average","Gini.Index.2015.14","Migrant...Population","McDonalds.per.Million","Maternal.Mortality.per.100000","Air.Polution.Deaths.per.100000","Population.Growth.Rate","Exports...GDP","Capital.formation...GDP","CO2.Emissions.per.capita..2014.","Visa.Free.Passport.Destinations","Papers.per.Million","Higher.Education","Press.Freedom.Index.2016.","Age.at.First.Marriage..Female.","Median.Age..2018.","Economic.Complexity","Km.of.roads.per.Million.People..Different.Years.","Steel.Production.per.capita","Height.of.Tallest.Building..meters..2020","X..using.Internet","Hospital.Beds.per.1000..Different.Years.","Basic.Water.Services...Population","Tuberculosis.per.100000.people","Legality.of.Homosexuality..2019.","Legality.of.Marital.Rape..2020.","Wheat.Productivity.per.Hectare","Video.Game.Revenue.Per.Person..2019.","Log.Tourists.Population.","Log.Container.Port.Traffic.Per.Capita.","Log.Patent.Applications.per.Capita.","S.P.Credit.Rating","Year.2020.Constitution.was.adopted","Mortality.Rate.Unsafe.Water.per.100000","Bond.Yeild.8.29.2020","X2009.Importance.of.Religion","ISO3","ISO2","UN"
"138","Lower middle income",NA,2.796205494,54.2,1995.940544,67.80471167,26.22684341,4.130142025,77.24338,759.7735875,15.73647613,48.94293209,15.80031441,39.11764559,17.30185317,5.585128712,3.434810628,41.86090851,0.7416164173,1.01135,NA,7.606612128,6.135566511,2.315958791,289.1445745,NA,NA,10.86070605,4.753845085,NA,NA,NA,0.9072933408,NA,265,167.1358475,1.467883036,23.7143194,27.58549596,1.465569563,NA,53.4365344,23.65729,NA,NA,NA,NA,NA,NA,NA,22.61074,NA,87.30521,235,0,NA,"",NA,-1.420714455,-1.64856488,-5.200582584,NA,NA,20.4913078,NA,NA,NA,NA,NA
"139","Low & middle income",NA,2.591893418,46.09131803,4418.337014,70.29377543,22.21532264,4.911081673,84.02266,1933.018096,19.26175633,53.31491761,8.870438639,48.70266124,NA,3.886911465,3.436813879,55.19947815,0.8540618333,0.99365,NA,NA,4.364556329,2.826230944,299.4278244,NA,NA,10.08251056,5.653537472,NA,5.94,NA,1.404613733,NA,240,132.1362428,1.282746587,24.50102856,31.08622942,3.494491263,NA,137.8323943,31.42157,NA,NA,NA,NA,NA,NA,NA,34.32465,NA,86.73141,165,0,NA,"",NA,-1.1251192,-1.227718742,-3.773381986,NA,NA,13.94695615,NA,NA,NA,NA,NA
"140","Lesotho",-3.092810371,3.218,92.5,1219.177853,51.038,43.5662834,24.29800034,76.6352,NA,14.59116427,52.90219843,4.970629898,26.908,35.94948676,2.766659687,5.541453454,NA,NA,1.0456,122,12.25480617,3.771124081,-6.892943158,324,NA,41.2,21,5,0.1,2.79,NA,0.3078188421,0,574,177.6,0.7597433032,40.32148609,28.7290945,1.207715726,75,8.421477974,10.18687,28.78,20.9,24.2,NA,2730.423828,0,36,25,1.3,68.4955,788,0,0,"872.8",NA,-0.2794335152,NA,NA,NA,1993,44.4,NA,NA,"LSO","LS","426"
"141","Late-demographic dividend",NA,1.740103163,12.25255564,8192.357057,75.47081634,14.64662074,5.079300006,96.1515,3707.918998,21.37036993,54.0682341,6.301600373,59.82257369,NA,3.865320655,3.356391507,NA,NA,1.00798,NA,NA,4.065633788,3.010235013,245.6614583,NA,NA,10.8629522,7.455787159,NA,NA,NA,2.084815197,NA,36,89.32686301,0.6061163012,30.89919319,32.85907456,6.754943973,NA,285.3667488,47.47581,NA,NA,NA,NA,NA,NA,NA,53.37643,NA,93.3767,NA,0,NA,"",NA,-0.8894231193,-0.8590607282,-3.345404284,NA,NA,0.753795437,NA,NA,NA,NA,NA
"142","Lithuania",-2.279237588,1.7,4.9,14291.90642,74.32195122,10.58157558,9.119999886,99.8156,3821.14517,17.35826352,60.01071601,3.439377632,67.23,32.62396636,2.020627995,0.3486772939,77.90628815,0.999195857,0.97013,11,3.074003837,2.261864,4.919046065,171,29.06743352,5.9,34.9,15,0.1,1.89,37.4,4.726089623,4.819426419,9,34,-0.9407537966,68.82163397,21.21498302,4.378090123,181,848.3705175,69.74054,19.95,27.3,43.7,0.67,28973.70314,0,129,71.378,7.3,96.60414,55,0,0,"4,361.50",17.9007267,-0.1469525827,-0.8687401312,-4.458811308,6,1992,0.1,0.19,NA,"LTU","LT","440"
"143","Luxembourg",5.155256513,1.47,2.6,100428.368,82.29268293,11.3821323,6.669000149,100,13914.67845,4.696036322,78.98737777,0.2297860015,90.179,39.16784124,3.915962767,0.01326988277,96.16869354,1.011028675,1.02045,72,14.6564489,4.404063728,1.929077202,55,23.66650903,0.9,14.7,13,3,1.89,33.8,43.96413394,17.55605649,5,11.6,2.359951181,221.1965864,19.32393904,17.36212137,188,1432.784882,19.77631,14.43,31.1,39.3,NA,5089.500776,3.686771863,115,96.38,4.8,99.92517,6.1,0,0,"5,074.40",59.69059206,0.2818534675,NA,-3.648363061,8,1842,0.1,NA,NA,"LUX","LU","442"
"144","Latvia",-0.4829293861,1.7,5,13639.69412,74.4804878,13.41697756,9.873000145,100,3507.404521,10.51798899,64.63940612,3.642632393,67.98,43.58455133,2.971703832,0.9353396931,90.21825409,0.9988561233,0.99024,19,0.9686366258,2.469264634,12.62975462,193,23.98686318,3.4,21.6,12.9,0.2,1.89,34.2,13.35324026,6.573867259,23,41.3,-0.8186263409,60.72006835,22.61200471,3.498192882,180,745.3855244,74.29988,17.38,28.2,43.6,0.63,36055.13351,0,130,79.2006,5.8,98.52336,40,0,0,"4,304.50",16.6875092,0.01008808635,-0.7405564331,-4.162583513,6,1922,0.1,0.55,NA,"LVA","LV","428"
"145","Macao, SAR China",25.3169753,1.203,NA,75340.98698,83.707,35.2912394,1.809999943,96.53849,NA,0.597990685,90.71927291,NA,100,15.26944075,-21.59448768,0.0006170794263,NA,NA,0.98461,NA,14.60559796,-22.88509421,NA,NA,6.303099244,0.2,NA,NA,0.1,0,NA,58.32190277,44.84416652,NA,NA,1.992361421,77.91299594,25.12444335,2.174572354,144,0,71.39112,NA,NA,39.3,NA,685.9496583,0,NA,77.60013,5.3,100,71,0,0,"",39.86148135,1.375921124,NA,-5.302536553,NA,NA,NA,NA,NA,"MAC","MO","446"
"146","Saint-Martin (French part)",NA,1.81,NA,NA,79.47073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,0,NA,NA,-0.4368824168,NA,NA,NA,NA,0,NA,NA,NA,32.5,NA,0,0,NA,NA,NA,NA,NA,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAF","MF","663"
"147","Morocco",-2.135501854,2.524,25.5,2875.257985,75.726,3.492504531,9.460000038,73.75001,904.4421548,16.13695025,49.74178855,12.62806822,60.809,25.16532213,4.536378168,2.49489465,NA,NA,NA,53,2.312163007,1.674633259,11.48872224,211,27.74923642,1.2,2.9,0.6,99,3.42,NA,0.2574677381,1.500132574,74,49.1,1.368838447,34.80004049,30.80095147,1.750794556,64,85.98788764,28.40355,42.64,29.8,29.3,-0.88,1654.011558,0,210,57.08,1.1,85.1222,102,1,1,"1,131.50",3.721482732,-0.5322539276,-0.9416305105,-5.189625684,5,1962,1.9,NA,NA,"MAR","MA","504"
"148","Monaco",NA,NA,3.5,165920.2236,NA,4.508190043,NA,100,NA,NA,82.40652135,NA,100,NA,4.942329761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.8,NA,NA,55.76846625,53.02508086,NA,NA,1.055446898,NA,NA,NA,175,1111.935946,NA,NA,NA,53.1,NA,2041.465613,0,170,93.3633,13.8,100,0,0,0,"",NA,0.9432793376,NA,-3.877578652,NA,1962,NA,NA,NA,"MCO","MC","492"
"149","Moldova",-5.975805764,1.261,16.3,2179.233625,71.478,35.45542225,3.694000006,99.35989,1386.234439,11.95822057,52.98189393,11.50526791,42.49,28.52182589,-0.3382352961,0.3901180915,17.75574684,1.157101173,1.00121,48,4.329446777,1.432548066,-13.3268462,186,16.33495329,NA,16.4,15.2,0.4,3.39,27,3.512106598,1.763960868,22,78.3,NA,31.89545137,23.59500904,1.726356779,120,68.01127524,41.21348,28.83,25.8,36.7,NA,3299.312408,0,91,69,5.8,88.31776,102,0,0,"3,486.90",NA,-1.477509064,NA,-4.646301084,NA,1994,0.1,NA,NA,"MDA","MD","498"
"150","Madagascar",-2.878763226,4.241,58.1,402.0883118,65.539,32.98349606,1.799999952,74.80432,NA,NA,51.0068758,23.48610758,35.193,11.5212168,3.116614714,11.74195725,8.551339149,0.957540837,0.99374,161,2.846973493,1.195602362,-1.528997468,183,3.556118499,NA,4,1.9,10,9.35,NA,0.1323477774,0,363,159.6,2.694213382,28.39064613,15.99188793,0.1304208452,55,5.028454135,4.80619,27.04,18.4,19.7,-1.49,877.6480468,0,125,4.173972,0.2,51.97583,233,0,1,"2,435.30",NA,-1.997036854,-2.240787445,-6.907305426,NA,2010,30.2,NA,NA,"MDG","MG","450"
"151","Maldives",-7.341580175,1.991,10,9033.390413,77.691,38.41304645,5.677999973,97.73495,NA,1.917146543,72.33272326,5.564709546,38.529,NA,2.884567526,0.005689382515,NA,NA,NA,147,7.174117553,2.368195553,-0.4056958854,394.5,2.633324631,NA,2.6,2.7,100,11.13,NA,25.87218175,0,54,25.6,4.473007506,76.53394441,NA,3.068372355,85,15.563347,NA,34.17,21.6,28.2,NA,193.4427311,0,90,54.46196,4.3,99.14322,42,1,1,"",NA,0.4333849026,-0.7348002687,NA,NA,2008,0.3,NA,NA,"MDV","MV","462"
"152","Middle East & North Africa",NA,2.88941192,23.6,7388.593939,73.51484485,18.30836551,9.906036078,78.96279,2895.90072,13.4904208,54.71940637,5.376408506,64.37090081,NA,2.509975644,15.63396511,NA,NA,0.95259,NA,1.877784348,1.901039314,1.681396047,213.7142857,NA,NA,3.815635167,0.798023302,NA,4.08,NA,9.411270963,0,59,78.51108421,1.887752896,39.86734026,29.86655952,6.205010364,NA,211.9904062,39.99951,NA,NA,NA,NA,0,0,NA,47.92011,NA,93.63565,33,0,NA,"",NA,-0.656885154,-0.8623014148,-5.034062446,NA,NA,2.15814076,NA,NA,NA,NA,NA
"153","Mexico",-2.621131773,2.215,14.8,9605.952351,74.904,18.64926597,4.313000202,95.37991,2157.323949,17.14116076,61.00575842,3.196459855,79.285,21.6306984,3.287991599,2.544977317,39.14084625,0.9872616472,1.02983,60,3.033732392,4.250784371,2.068469468,240.5,39.68874714,16.5,5.6,6.5,0.1,4.45,48.7,0.9393647274,3.298914711,36,36.7,1.241177725,34.56333087,23.27675001,3.990446149,159,119.6929961,31.81904,49.33,26,28.3,1.15,3228.939971,0.1501744757,305.3,57.43104,1.5,98.37579,22,0,0,"5,338.80",12.94126492,-0.5794446493,-1.353230689,-4.951040595,5,1917,1.1,5.85,NA,"MEX","MX","484"
"154","Marshall Islands",-3.913365522,NA,36,3128.4998,NA,2.448866885,NA,NA,NA,1.104409122,74.13381013,14.33806405,75.811,56.37748577,-0.3645466115,0,NA,NA,1.01565,153,-30.51537774,4.152666376,6.133757931,120,NA,NA,NA,NA,0.1,NA,NA,6.197044893,0,NA,NA,0.4536817009,44.62349864,17.48691703,1.795694223,122,62.50108811,NA,NA,24.2,NA,NA,35307.02136,0,NA,19.28244,2.7,86.25048,300,0,0,"",NA,-0.9598663209,NA,NA,NA,NA,NA,NA,NA,"MHL","MH","584"
"155","Middle income",NA,2.358013396,39.48844856,4850.346612,71.21391513,20.84983761,5.035677491,86.14847,2064.165678,19.4170535,53.48039113,8.62376322,50.77386934,NA,3.901337265,3.319414612,57.53559875,0.8586740255,1.00858,NA,NA,4.353999205,2.827436627,305.0298529,NA,NA,10.49125194,5.844761168,NA,NA,NA,1.389356578,NA,183,127.2410284,1.137733469,24.55916953,31.13278475,3.867229671,NA,153.3616082,34.40011,NA,NA,NA,NA,NA,NA,NA,36.83831,NA,90.41716,158,0,NA,"",NA,-1.098558084,-1.182524992,-3.724818346,NA,NA,11.08919371,NA,NA,NA,NA,NA
"156","Macedonia, Republic of",-1.913378265,1.507,12.3,4840.273123,75.406,12.65887066,26.06800079,NA,3496.528739,11.76035953,53.72946611,9.726918494,57.408,28.79460702,3.855610302,1.368741037,71.79850006,0.8029626488,0.99062,17,4.96313939,4.850135998,1.856039194,119,29.60979691,1.2,7.8,8.1,33.3,1.21,35.6,6.289774173,0,8,82.2,0.07471549645,48.73799991,30.40357525,3.614451035,124,263.6813432,41.14333,36.09,26,37.9,-0.4,7089.790548,0,138,70.3802,4.4,93.16205,17,0,0,"3,838.50",NA,-0.6312867325,NA,NA,4,1991,0.1,NA,NA,"MKD","MK","807"
"157","Mali",-5.32405555,6.145,109.1,751.1704966,57.509,21.7965443,7.729000092,35.47377,NA,NA,37.26606551,37.72325686,39.991,12.27662206,5.962581591,12.07786278,20.07604027,0.5729403038,0.86426,148,NA,6.969997209,6.924199557,270,NA,NA,4.8,1.3,95,6.22,NA,2.063359738,0,620,209.1,2.935992047,24.04370755,20.76089358,0.08336935507,54,4.124715619,5.50317,39.83,16.7,15.8,-1.3,1288.737089,0,80,10.33,0.1,74.89703,57,0,0,"8,927.30",NA,-3.06542479,NA,NA,NA,1992,70.7,NA,NA,"MLI","ML","466"
"158","Malta",2.807660254,1.37,7,24046.27535,81.89756098,11.38997579,5.390999794,94.50319,4924.544019,8.91608248,75.12424054,1.080271852,94.414,36.95001821,10.66106138,0,96.3279953,0.9848117917,1.04008,88,NA,NA,NA,139,37.98840464,0.9,8,8.1,2.6,1.89,29.4,9.898488069,22.469234,7,20.2,2.386395363,153.7678248,24.86475036,5.400613957,184,706.724817,47.12258,23.84,29.2,41.8,NA,7695.712645,0,97.5,75.96,4.7,100,8.5,0,0,"4,836.80",NA,0.6027396103,0.8321556921,-4.694169223,6,1964,0.1,NA,NA,"MLT","MT","470"
"159","Myanmar",-4.754229419,2.198,51.6,1133.002816,65.81,26.07297256,0.7659999728,75.5512,215.2988954,20.80814188,38.75940009,26.77177865,29.858,17.02480431,6.99284029,7.870567558,22.78419495,0.6084699742,NA,165,9.899999447,8.663129089,3.408043593,274,7.615262016,2.2,7.6,4.8,4.3,1.72,38.1,0.1360146029,0,246,156.4,0.7620333351,20.79915998,34.59051045,0.4137585902,47,1.398234337,NA,45.48,20.5,28.2,NA,654.4328945,0,122,21.72583,0.9,79.91476,391,1,1,"1,185.90",1.442652859,-1.05131311,-1.804015501,NA,NA,2008,12.6,NA,NA,"MMR","MM","104"
"160","Middle East & North Africa (excluding high income)",NA,2.960053952,25.41623405,3960.769906,73.00029612,25.25261151,11.58781271,75.9596,1702.842259,15.1014795,53.65835595,9.817676743,60.60163055,NA,0.9849779513,12.92391432,NA,NA,0.95484,NA,-0.5650562947,0.4975112222,1.858363517,292.8461538,NA,NA,3.848995827,0.6693707448,NA,6,NA,3.3772621,NA,64,80.60989073,1.772245035,24.72305969,30.29274903,3.965035582,NA,174.9512021,38.1366,NA,NA,NA,NA,NA,NA,NA,43.22792,NA,92.76477,37,0,NA,"",NA,-0.9130595597,-1.289676461,-5.28231861,NA,NA,2.511969561,NA,NA,NA,NA,NA
"161","Montenegro",-10.92192764,1.723,3.5,6514.272695,76.452,6.702414719,17.54400063,98.84718,4612.34139,4.08869912,60.27778812,8.061185734,65.806,NA,3.390420876,0.9052766969,59.82601166,0.9355973322,1.01127,50,5.961928329,4.35745061,2.053297916,314,14.85823911,2.7,10,8,19.1,3.69,39,13.19007768,0,6,78.6,0.05611072449,42.11807213,20.09515908,3.55607179,124,360.3098243,NA,32.79,28.6,40.7,NA,12477.5178,0,65,68.11958,4,97.06462,15,0,0,"3,150.60",NA,0.3992232105,NA,-4.432173552,3,2007,0.1,NA,NA,"MNE","ME","499"
"162","Mongolia",-8.07222151,2.918,18.6,3918.579174,69.111,39.99333839,4.861000061,98.42312,2006.388881,7.637978608,47.45794097,13.35614513,68.23,24.04464216,2.379835807,20.73710543,91.82178497,1.032209515,NA,81,2.649921658,0.6378644686,10.71762363,148,7.659364512,6.2,13.1,7.4,5,4.57,32,0.595444478,0,47,155.9,1.964550454,45.64559477,26.41264614,7.088025678,62,34.81811703,68.04701,27.61,24.2,28.3,-0.85,17125.57768,0,120,22.5,7,81.7881,428,0,0,"1,315.40",NA,-0.8903079133,NA,-4.43946872,3,1992,1.3,NA,NA,"MNG","MN","496"
"163","Northern Mariana Islands",NA,NA,NA,16690.5701,NA,13.64651561,NA,NA,NA,NA,NA,NA,91.357,NA,3.396226415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.30996913,0,NA,NA,0.8552061845,54.13533835,NA,NA,NA,0,NA,NA,NA,33.6,NA,0,0,NA,NA,NA,99.98018,58,0,NA,"",NA,0.9303065205,NA,NA,NA,NA,NA,NA,NA,"MNP","MP","580"
"164","Mozambique",-40.32763542,5.062,81.8,547.2380939,57.206,20.11932407,3.426000118,60.65543,478.9211723,9.112562106,50.84815666,22.94394894,34.4,NA,6.593985957,14.1718943,NA,NA,0.90603,138,7.579092627,7.360176728,3.03022207,217,10.8876387,NA,4.9,2.4,17.9,NA,54,0.7968013854,0,318,110,2.834860784,31.07817138,41.24912674,0.3205780167,62,3.883588205,6.65915,30.25,17.5,17.2,-1.19,1185.526131,0,130,16.93353,0.7,51.19878,551,0,0,"1,093.80",NA,-1.241147124,-1.779115953,-6.051827599,1,2004,27.6,NA,NA,"MOZ","MZ","508"
"165","Mauritania",-19.78142696,4.738,83.5,1194.312515,63.936,5.881898228,10.78899956,53.49759,NA,NA,38.61457636,24.52318143,51.089,NA,1.399999997,20.43348202,22.86588287,0.8452015486,1.02072,152,10.34289425,2.15963503,3.83159581,734,NA,NA,4.3,0,100,8.67,32.6,3.396676733,0,785,169.5,2.893574072,36.93364303,54.92314084,0.6893881191,59,3.474778569,5.61214,24.03,19,20.5,NA,2626.596489,0,54,15.19913,0.4,66.97331,107,1,0,"2,148.10",NA,NA,-1.745523775,NA,NA,1991,38.6,NA,NA,"MRT","MR","478"
"166","Mauritius",-3.566320387,1.36,14.3,9260.447303,74.35317073,10.81929966,7.409999847,91.32539,2182.509156,13.03657296,66.29754594,3.153993847,41,11.69816318,3.553071704,0.00113345652,82.20826721,0.9457647259,1.03202,13,0.0524734393,4.658870967,0.2548826584,152,4.994814256,1.7,8.5,3.6,17.3,0.68,NA,2.24510922,6.3361067,73,38.3,0.1324330826,47.86224698,18.09106279,3.353110472,148,94.6614341,37.41528,27.69,25.4,35.3,-0.67,1702.036662,0,124,50.13932,3.4,99.86648,13,1,0,"",NA,-0.0401921812,-0.4319506243,-6.101267505,NA,1968,0.6,NA,NA,"MUS","MU","480"
"167","Malawi",-14.59614277,4.527,59.2,380.5970331,61.953,100.450621,5.785999775,NA,NA,9.60125083,50.20147018,27.48122386,16.313,18.67297789,2.799999999,9.351188177,18.09241867,0.6221974899,0.99672,109,2.934345013,5.521393913,-2.017264946,180.5,11.34466137,NA,3.6,3.7,20,4.24,NA,1.249811795,0,370,115,2.7594617,29.15651988,12.22162442,0.07833959707,73,10.68180134,NA,28.12,17.9,16.5,-0.44,922.6467864,0,43,5.3,1.3,66.98931,204,1,1,"1,111.60",NA,-1.31809713,NA,-6.44574176,NA,1994,28.3,NA,NA,"MWI","MW","454"
"168","Malaysia",3.056785339,2.056,8,9799.367531,75.461,8.687511701,3.099999905,93.7347,4651.958734,22.71282239,51.19510959,8.470081907,74.213,18.58199442,5.091515721,7.162638877,80.67462158,0.9407119612,1.04467,12,4.806323567,5.335646935,1.448714642,118,45.1348057,NA,5.4,0.9,61.3,NA,41,8.289348916,9.315858545,30,47.4,1.344947677,69.44868094,25.42421413,8.130210313,178,615.6150571,45.59271,46.57,25.7,28.5,0.94,4770.347239,0.1255328456,451.9,71.06407,1.9,96.75487,90,1,NA,"",20.91112929,-0.07073837349,-0.0961407969,-4.376539112,6,1957,0.4,2.67,NA,"MYS","MY","458"
"169","North America",NA,1.815225144,6.7,55476.89671,79.01211102,7.770050773,5.457251112,100,13253.81802,11.49938484,75.90331078,1.103253858,81.63309419,21.99669367,2.66420558,0.3140078459,94.15715027,1.024044437,1.00531,NA,0.502192585,2.725598515,7.183336381,153,NA,NA,14.74959075,9.706391529,NA,NA,NA,15.22603209,0,17,12.66641342,0.7347941435,14.20983462,21.35115618,16.37080232,NA,1376.157952,86.49361,NA,NA,NA,NA,0,0,NA,76.11729,NA,99.27157,3.4,0,NA,"",NA,-0.5699620197,-0.8067105016,-3.085780583,NA,NA,0.22011386,NA,NA,NA,NA,NA
"170","Namibia",-13.69249727,3.54,44.9,5032.889762,62.119,33.69338667,20.83099937,NA,1652.569026,9.730222493,59.070654,5.903916221,46.9,36.97207288,6.086376114,3.415844769,58.83389664,0.928718524,NA,104,-4.255280554,7.897421004,-5.570265877,302,7.348910065,NA,9,9.8,0.4,0.9,59.1,3.818401435,0,217,145,1.807851372,38.40861684,33.85515876,1.651692817,77,43.93702719,20.59755,15.15,29.2,21.2,NA,19066.88139,0,100,25.68785,2.7,81.88494,639,1,0,"6,327.40",NA,-0.2221435192,-0.9575740404,-5.250589633,NA,1990,18.3,NA,NA,"NAM",NA,"516"
"171","New Caledonia",NA,2.06,NA,NA,77.24430351,NA,14.32699966,NA,NA,NA,NA,NA,69.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,24.43390418,7.342143906,NA,NA,1.6098044,NA,NA,16.00593173,NA,0,NA,NA,NA,32,NA,21806.1674,0,NA,74.00175,NA,98.98486,24,0,NA,"",NA,-0.3783022519,-0.3821286598,NA,NA,NA,NA,NA,NA,"NCL","NC","540"
"172","Niger",-20.58308722,7.169,94.3,360.8533841,60.631,11.14811643,0.298999995,30.56039,51.19500844,5.744660317,38.14198833,36.33233588,16.247,NA,4.337072369,13.32175283,6.706587791,0.476290731,0.82479,132,1.752764758,7.252140579,1.878124838,270,18.04343475,NA,4.7,0.5,98.3,8.07,34.3,0.9510722082,0,555,251.8,3.881581481,18.2736702,38.71220735,0.110542757,54,2.869261421,3.29967,24.62,15.7,15.4,NA,947.3712261,0,59,2.47622,0.3,48.72227,95,0,0,"",NA,-2.170732337,NA,NA,NA,2010,70.8,NA,NA,"NER","NE","562"
"173","Nigeria",-3.238922043,5.592,125.4,2730.430324,53.112,32.21712856,5.313000202,62.01601,144.5254622,9.428437322,58.12222192,20.63189348,47.838,NA,2.652693295,5.056999025,44.44198608,0.6258433387,NA,131,-1.460142491,4.781039635,3.717921524,429.415,33.43626105,NA,9.6,13.4,51.6,8.22,NA,0.6581240876,0,931,307.4,2.6474192,10.65669502,15.49010409,0.5457940846,46,20.29199396,NA,35.9,19.3,18.4,1.6,1066.593364,0,160,36,0.5,68.66927,219,1,1,"1,000",0.6735216895,-1.478628233,-2.111880209,NA,3,1999,68.6,9,NA,"NGA","NG","566"
"174","Nicaragua",-8.974879438,2.48,18.8,2049.851415,73.649,36.78857166,4.396999836,82.61455,568.3138108,14.19793446,48.57411004,16.10992922,57.895,15.92457412,4.792267648,3.10015607,19.43848419,0.5837450561,NA,142,2.477124722,5.164308714,-0.8090753425,207,NA,8.6,12.2,5.2,0.1,1.93,46.2,0.6619827058,0.9641280105,101,55.7,1.302091432,40.08346107,33.4767491,0.7915763228,129,4.205205006,NA,28.82,NA,25.7,-1.32,3683.933128,0,70,19.70429,0.9,81.47354,50,0,0,"",NA,-0.6522533197,-1.652739274,NA,3,1987,2.2,NA,NA,"NIC","NI","558"
"175","Netherlands",6.33769568,1.66,4,45175.23189,81.5097561,3.945662455,6.872000217,100,6712.774758,10.80175882,70.0646949,1.724327834,90.173,39.94388471,1.959169699,0.4826125991,99.29560089,0.9975569943,1.0088,42,0.714306214,2.094397169,2.072982337,120,50.44420771,0.6,12.5,8.7,5.1,1.89,28.2,11.69568274,14.69900424,6,13.7,0.443220089,82.65889671,22.47495681,9.920138075,186,1838.368451,80.56992,8.76,30.9,42.6,1.32,8345.610544,0.4132250188,215,91.72414,4.7,100,5.8,0,0,"7,983.20",38.13476602,-0.05261754939,-0.1321051061,-3.885109099,8,1815,0.2,-0.37,NA,"NLD","NL","528"
"176","Norway",8.044619468,1.72,2.7,74521.56993,82.30487805,10.16081901,4.296000004,100,22999.9346,6.858500453,56.53686393,1.534131508,81.091,38.13745223,1.970052934,5.331223847,100,1,0.98549,9,-4.666889558,2.165859799,-5.511002252,83,51.98642458,0.5,12.4,7.5,3.2,3.52,27.5,14.23561116,13.68382689,3,8.6,0.995084737,37.80181591,27.48726523,9.270945132,185,2029.38862,77.95894,8.79,31.9,39.2,1.21,18091.56099,0,117,96.8103,3.9,100,6.3,0,0,"4,623.40",66.68456486,0.01419503,-0.8432444128,-3.65322147,8,1814,0.2,0.76,NA,"NOR","NO","578"
"177","Nepal",11.42706356,2.098,36.4,792.5528906,69.515,38.31838628,1.42900002,67.90843,146.4678648,5.585514479,49.46177124,29.38294588,18.557,15.91729253,3.322905439,1.075586887,33.80134964,0.851380405,1.05463,94,0.3744945223,4.630272006,1.101393843,334,8.383786534,NA,9.1,2,4.2,12.31,NA,1.817645553,0,236,193.8,0.400968922,11.62193974,39.0574709,0.2984633027,38,19.93223698,14.96646,32.62,17.9,24.1,NA,639.7179407,0,68,17.58162,0.3,87.87333,156,0,0,"2,328.80",NA,-1.700016705,NA,-6.390212785,NA,2015,19.8,NA,NA,"NPL","NP","524"
"178","Nauru",NA,NA,34.9,8013.14784,NA,0.3733316452,NA,NA,NA,0,81.5870009,3.642533202,100,80.78421174,2.808191226,0,NA,NA,NA,NA,-44.07666399,NA,5.250158137,NA,NA,NA,NA,6,0.1,NA,NA,31.0898063,0,NA,NA,5.114564154,45.35251382,NA,4.021851008,89,26.45290581,NA,NA,22.8,26.4,NA,2404.809619,0,17,NA,5,99.48493,111,0,0,"",NA,NA,NA,NA,NA,1968,NA,NA,NA,"NRU","NR","520"
"179","New Zealand",-2.746701139,1.99,6,38559.54704,81.45682927,8.149681676,5.364999771,100,9026.321041,11.30603828,65.75171578,5.428315074,86.341,31.94083381,3.584704557,1.283751028,99.52553558,0.9935761909,1.0359,1,2.296056166,3.448118536,2.569232875,152,19.06570881,1,12.1,10.7,0.9,1.32,NA,22.95970035,36.12072154,10,7.2,1.889045125,27.85464677,23.19685808,7.686575825,184,1680.481755,80.56338,10.01,30.5,37.9,0.59,20488.71771,0,180.1,88.22289,2.8,100,7.3,0,0,"9,197.10",16.75479252,-0.1796209708,-0.160833012,-3.588999969,7,NA,0.1,0.66,NA,"NZL","NZ","554"
